#         t          x          y          z         vx         vy         vz
      7.658    -58.144     21.055    -11.298    142.589     50.142    100.495
      7.659    -58.001     21.105    -11.198    143.203     49.889    100.603
      7.660    -57.857     21.155    -11.097    143.818     49.634    100.710
      7.661    -57.713     21.204    -10.996    144.435     49.378    100.817
      7.662    -57.568     21.253    -10.895    145.053     49.120    100.923
      7.663    -57.423     21.302    -10.794    145.672     48.860    101.029
      7.664    -57.277     21.351    -10.693    146.293     48.599    101.134
      7.665    -57.131     21.400    -10.592    146.916     48.336    101.239
      7.666    -56.983     21.448    -10.491    147.539     48.072    101.343
      7.667    -56.835     21.496    -10.389    148.164     47.805    101.447
      7.668    -56.687     21.543    -10.288    148.791     47.537    101.550
      7.669    -56.538     21.591    -10.186    149.419     47.267    101.653
      7.670    -56.388     21.638    -10.085    150.048     46.996    101.755
      7.671    -56.238     21.685     -9.983    150.679     46.722    101.856
      7.672    -56.087     21.731     -9.881    151.311     46.447    101.957
      7.673    -55.935     21.778     -9.779    151.945     46.170    102.058
      7.674    -55.783     21.824     -9.677    152.580     45.892    102.158
      7.675    -55.630     21.870     -9.575    153.217     45.611    102.257
      7.676    -55.476     21.915     -9.472    153.855     45.328    102.356
      7.677    -55.322     21.960     -9.370    154.495     45.044    102.454
      7.678    -55.167     22.005     -9.267    155.136     44.758    102.552
      7.679    -55.012     22.050     -9.165    155.779     44.470    102.649
      7.680    -54.856     22.094     -9.062    156.423     44.180    102.745
      7.681    -54.699     22.138     -8.959    157.069     43.888    102.841
      7.682    -54.542     22.182     -8.856    157.716     43.594    102.936
      7.683    -54.384     22.225     -8.753    158.365     43.298    103.030
      7.684    -54.225     22.268     -8.650    159.015     43.000    103.124
      7.685    -54.066     22.311     -8.547    159.667     42.700    103.218
      7.686    -53.906     22.354     -8.444    160.321     42.398    103.310
      7.687    -53.745     22.396     -8.340    160.976     42.094    103.402
      7.688    -53.584     22.438     -8.237    161.633     41.788    103.494
      7.689    -53.422     22.480     -8.133    162.292     41.480    103.584
      7.690    -53.259     22.521     -8.030    162.952     41.170    103.674
      7.691    -53.096     22.562     -7.926    163.613     40.857    103.763
      7.692    -52.932     22.603     -7.822    164.277     40.543    103.852
      7.693    -52.767     22.643     -7.718    164.942     40.226    103.940
      7.694    -52.602     22.683     -7.614    165.608     39.907    104.027
      7.695    -52.436     22.723     -7.510    166.277     39.586    104.114
      7.696    -52.269     22.762     -7.406    166.947     39.263    104.199
      7.697    -52.102     22.801     -7.302    167.619     38.938    104.284
      7.698    -51.934     22.840     -7.198    168.292     38.610    104.368
      7.699    -51.766     22.879     -7.093    168.967     38.280    104.452
      7.700    -51.596     22.917     -6.989    169.644     37.947    104.535
      7.701    -51.426     22.954     -6.884    170.323     37.613    104.616
      7.702    -51.256     22.992     -6.780    171.003     37.276    104.698
      7.703    -51.084     23.029     -6.675    171.685     36.936    104.778
      7.704    -50.912     23.066     -6.570    172.369     36.594    104.857
      7.705    -50.740     23.102     -6.465    173.055     36.250    104.936
      7.706    -50.566     23.138     -6.360    173.743     35.903    105.014
      7.707    -50.392     23.174     -6.255    174.432     35.554    105.091
      7.708    -50.217     23.209     -6.150    175.123     35.202    105.167
      7.709    -50.042     23.244     -6.045    175.816     34.848    105.242
      7.710    -49.866     23.279     -5.939    176.511     34.491    105.317
      7.711    -49.689     23.313     -5.834    177.208     34.132    105.390
      7.712    -49.511     23.347     -5.729    177.906     33.770    105.463
      7.713    -49.333     23.381     -5.623    178.607     33.405    105.534
      7.714    -49.154     23.414     -5.518    179.309     33.038    105.605
      7.715    -48.974     23.447     -5.412    180.013     32.668    105.675
      7.716    -48.794     23.479     -5.306    180.719     32.295    105.744
      7.717    -48.613     23.512     -5.200    181.427     31.920    105.811
      7.718    -48.431     23.543     -5.095    182.137     31.542    105.878
      7.719    -48.249     23.575     -4.989    182.849     31.161    105.944
      7.720    -48.065     23.606     -4.883    183.563     30.777    106.009
      7.721    -47.882     23.636     -4.777    184.279     30.391    106.073
      7.722    -47.697     23.666     -4.671    184.996     30.001    106.136
      7.723    -47.512     23.696     -4.564    185.716     29.609    106.197
      7.724    -47.325     23.726     -4.458    186.438     29.213    106.258
      7.725    -47.139     23.755     -4.352    187.162     28.815    106.317
      7.726    -46.951     23.783     -4.246    187.888     28.414    106.376
      7.727    -46.763     23.811     -4.139    188.615     28.009    106.433
      7.728    -46.574     23.839     -4.033    189.345     27.602    106.489
      7.729    -46.384     23.867     -3.926    190.077     27.191    106.544
      7.730    -46.194     23.894     -3.820    190.811     26.777    106.598
      7.731    -46.003     23.920     -3.713    191.547     26.360    106.650
      7.732    -45.811     23.946     -3.606    192.286     25.940    106.702
      7.733    -45.618     23.972     -3.500    193.026     25.517    106.752
      7.734    -45.425     23.997     -3.393    193.768     25.090    106.800
      7.735    -45.230     24.022     -3.286    194.513     24.660    106.848
      7.736    -45.036     24.047     -3.179    195.260     24.227    106.894
      7.737    -44.840     24.071     -3.072    196.009     23.790    106.939
      7.738    -44.644     24.094     -2.965    196.760     23.350    106.982
      7.739    -44.446     24.117     -2.858    197.513     22.907    107.025
      7.740    -44.249     24.140     -2.751    198.268     22.459    107.065
      7.741    -44.050     24.162     -2.644    199.026     22.009    107.104
      7.742    -43.850     24.184     -2.537    199.786     21.555    107.142
      7.743    -43.650     24.205     -2.430    200.548     21.097    107.178
      7.744    -43.449     24.226     -2.323    201.312     20.635    107.213
      7.745    -43.248     24.247     -2.215    202.079     20.170    107.246
      7.746    -43.045     24.267     -2.108    202.848     19.701    107.277
      7.747    -42.842     24.286     -2.001    203.619     19.228    107.307
      7.748    -42.638     24.305     -1.893    204.392     18.751    107.335
      7.749    -42.433     24.324     -1.786    205.168     18.271    107.361
      7.750    -42.228     24.342     -1.679    205.946     17.786    107.385
      7.751    -42.021     24.359     -1.571    206.726     17.298    107.408
      7.752    -41.814     24.376     -1.464    207.509     16.806    107.428
      7.753    -41.606     24.393     -1.357    208.294     16.309    107.446
      7.754    -41.398     24.409     -1.249    209.081     15.808    107.462
      7.755    -41.188     24.424     -1.142    209.871     15.304    107.476
      7.756    -40.978     24.439     -1.034    210.663     14.795    107.487
      7.757    -40.767     24.454     -0.927    211.458     14.281    107.495
      7.758    -40.555     24.468     -0.819    212.254     13.764    107.500
      7.759    -40.342     24.482     -0.712    213.054     13.242    107.503
      7.760    -40.129     24.495     -0.604    213.855     12.715    107.502
      7.761    -39.915     24.507     -0.497    214.659     12.185    107.497
      7.762    -39.700     24.519     -0.389    215.465     11.649    107.488
      7.763    -39.484     24.530     -0.282    216.274     11.109    107.475
      7.764    -39.267     24.541     -0.174    217.085     10.565    107.457
      7.765    -39.049     24.551     -0.067    217.899     10.016    107.434
      7.766    -38.831     24.561      0.041    218.715      9.462    107.406
      7.767    -38.612     24.570      0.148    219.533      8.904    107.373
      7.768    -38.392     24.579      0.255    220.353      8.340    107.334
      7.769    -38.171     24.587      0.363    221.176      7.772    107.291
      7.770    -37.950     24.594      0.470    222.001      7.199    107.242
      7.771    -37.727     24.601      0.577    222.829      6.621    107.188
      7.772    -37.504     24.608      0.684    223.658      6.039    107.129
      7.773    -37.280     24.613      0.791    224.491      5.451    107.066
      7.774    -37.055     24.619      0.898    225.325      4.858    106.999
      7.775    -36.829     24.623      1.005    226.161      4.260    106.927
      7.776    -36.603     24.627      1.112    227.000      3.656    106.851
      7.777    -36.375     24.630      1.219    227.841      3.048    106.771
      7.778    -36.147     24.633      1.326    228.685      2.434    106.688
      7.779    -35.918     24.635      1.433    229.530      1.815    106.600
      7.780    -35.688     24.637      1.539    230.378      1.190    106.509
      7.781    -35.457     24.638      1.646    231.228      0.560    106.413
      7.782    -35.226     24.638      1.752    232.081     -0.076    106.314
      7.783    -34.993     24.638      1.858    232.935     -0.717    106.211
      7.784    -34.760     24.637      1.964    233.792     -1.365    106.104
      7.785    -34.526     24.635      2.070    234.651     -2.017    105.994
      7.786    -34.290     24.633      2.176    235.512     -2.676    105.879
      7.787    -34.054     24.629      2.282    236.375     -3.341    105.761
      7.788    -33.818     24.626      2.388    237.241     -4.011    105.638
      7.789    -33.580     24.621      2.493    238.109     -4.688    105.512
      7.790    -33.341     24.616      2.599    238.979     -5.371    105.381
      7.791    -33.102     24.611      2.704    239.851     -6.060    105.247
      7.792    -32.862     24.604      2.809    240.725     -6.755    105.108
      7.793    -32.621     24.597      2.914    241.601     -7.456    104.965
